,,,,,,,,,,,,,,,,,24939,Perceived effectiveness of credit card guarantees,buyer’s perceived effectiveness of the marketplace’s institutional structures,,,,,,,,,
,,,,,,,,,,,,,,,,,24940,Trust in intermediary,buyer’s perceived effectiveness of the marketplace’s institutional structures,,,,,,,,,
,6822,,,,,,,Hypothesis 9a,PCV with the community of sellers negatively moderates (attenuates) the relationship between the perceived effectiveness of institutional structures and the trust in the community of sellers.,PCV with the community of sellers,perceived effectiveness of institutional structures,trust in the community of sellers,,,,,24927,Community of sellers,PCV with the community of sellers,Moderator,24937,24927,24929,,0.05,Negative,,
,6822,,,,,,,,,,,,,,,,24937,Perceived effectiveness of feedback technologies,perceived effectiveness of institutional structures,Moderator,24938,24927,24929,,0.05,Negative,,
,6822,,,,,,,,,,,,,,,,24938,Perceived effectiveness of escrow services,perceived effectiveness of institutional structures,Moderator,24939,24927,24929,,0.05,Negative,,
,,,,,,,,,,,,,,,,,24939,Perceived effectiveness of credit card guarantees,perceived effectiveness of institutional structures,,,,,,,,,
,,,,,,,,,,,,,,,,,24940,Trust in intermediary,perceived effectiveness of institutional structures,,,,,,,,,
,,,,,,,,,,,,,,,,,24929,Trust in community of sellers,trust in the community of sellers,,,,,,,,,
,6822,,,,,,,Hypothesis 9b,PCV with the community of sellers positively moderates (reinforces) the negative relationship between the perceived effectiveness of institutional structures and the perceived risk from the community of sellers.,PCV with the community of sellers,perceived effectiveness of institutional structures,perceived risk from the community of sellers,,,,,24927,Community of sellers,PCV with the community of sellers,Moderator,24937,24927,24931,,0.01,Positive,,
,6822,,,,,,,,,,,,,,,,24937,Perceived effectiveness of feedback technologies,perceived effectiveness of institutional structures,Moderator,24938,24927,24931,,0.01,Positive,,
,6822,,,,,,,,,,,,,,,,24938,Perceived effectiveness of escrow services,perceived effectiveness of institutional structures,Moderator,24939,24927,24931,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24939,Perceived effectiveness of credit card guarantees,perceived effectiveness of institutional structures,,,,,,,,,
,,,,,,,,,,,,,,,,,24940,Trust in intermediary,perceived effectiveness of institutional structures,,,,,,,,,
,,,,,,,,,,,,,,,,,24931,Perceived risk from community of sellers,perceived risk from the community of sellers,,,,,,,,,
,6822,,,,,,,Hypothesis 10a,PCV with the community of sellers negatively moderates (attenuates) the relationship between trust in the community of sellers and buyer intentions to transact with the community of sellers.,PCV with the community of sellers,trust in the community of sellers,buyer intentions to transact with the community of sellers,,,,,24927,Community of sellers,PCV with the community of sellers,Moderator,24929,24927,24930,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24929,Trust in community of sellers,trust in the community of sellers,,,,,,,,,
,,,,,,,,,,,,,,,,,24930,Transaction intentions,buyer intentions to transact with the community of sellers,,,,,,,,,
,6822,,,,,,,Hypothesis 11a,A buyer’s positive experience decreases the perception of Psychological Contract Violation with the community of sellers.,buyer’s positive experience,Psychological Contract Violation with the community of sellers,,,,,,24925,Buyer's past experience,buyer’s positive experience,Regular,24925,,24927,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24927,Community of sellers,Psychological Contract Violation with the community of sellers,,,,,,,,,
,6822,,,,,,,Hypothesis 10b,PCV with the community of sellers positively moderates (reinforces) the negative relationship between perceived risk from the community of sellers and buyer intentions to transact with the community of sellers.,PCV with the community of sellers,perceived risk from the community of sellers,buyer intentions to transact with the community of sellers,,,,,24927,Community of sellers,PCV with the community of sellers,Moderator,24931,24927,24930,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24931,Perceived risk from community of sellers,perceived risk from the community of sellers,,,,,,,,,
,,,,,,,,,,,,,,,,,24930,Transaction intentions,buyer intentions to transact with the community of sellers,,,,,,,,,
,6822,,,,,,,Hypothesis 11b,Sellers’ positive past performance decreases the perception of Psychological Contract Violation with the community of sellers.,Sellers’ positive past performance,Psychological Contract Violation with the community of sellers,,,,,,24926,Sellers' past performance,Sellers’ positive past performance,Regular,24926,,24927,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24927,Community of sellers,Psychological Contract Violation with the community of sellers,,,,,,,,,
ISR,6823,,,Jocelyn,Lauren,Victoria,,H1A,"As past use increases, the influence of users’ evaluations on usage intention will decrease.",past use,users’ evaluations on usage intention,,,,,,25017,Past use,past use,Mediator,25018,25017,25025,,0.01,Negative,,
,6823,,,,,,,,,,,,,,,,25025,Usage intention,users’ evaluations on usage intention,Mediator,25019,25017,25025,,No,Negative,,
,6823,,,,,,,,,,,,,,,,,,,Mediator,25020,25017,25025,,No,Negative,,
,6823,,,,,,,H2A,"As past use increases, the influence of usage intention on IT use will decrease.",past use,usage intention,IT use,,,,,25017,Past use,past use,Mediator,25025,25017,25026,,0.01,Negative,,
,,,,,,,,,,,,,,,,,25025,Usage intention,usage intention,,,,,,,,,
,,,,,,,,,,,,,,,,,25026,Information technology usage,IT use,,,,,,,,,
ISR,6824,,,Addison,Jocelyn,Victoria,,Hypothesis 1,Web sites exhibiting lower download delay will be associated with greater perceived success by site users.,Web sites exhibiting lower download delay,perceived success by site users,,,,,,25215,Initial access speed,Web sites exhibiting lower download delay,Regular,25215,,25232,,Partially supported,Negative,,
,6824,,,,,,,,,,,,,,,,25216,Speed of display between pages,Web sites exhibiting lower download delay,Regular,25216,,25232,,Partially supported,Negative,,
,6824,,,,,,,,,,,,,,,,25217,Alexa speed,Web sites exhibiting lower download delay,Regular,25217,,25232,,Partially supported,Negative,,
,6824,,,,,,,,,,,,,,,,25232,User satisfaction,perceived success by site users,Regular,25215,,25233,,Partially supported,Negative,,
,6824,,,,,,,,,,,,,,,,25233,Intent to return,perceived success by site users,Regular,25216,,25233,,Partially supported,Negative,,
,6824,,,,,,,,,,,,,,,,25234,Frequency of use,perceived success by site users,Regular,25217,,25233,,Partially supported,Negative,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25215,,25234,,Partially supported,Negative,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25216,,25234,,Partially supported,Negative,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25217,,25234,,Partially supported,Negative,,
,6824,,,,,,,Hypothesis 2,More navigable Web sites will be associated with greater perceived success by site users.,More navigable Web sites,perceived success by site users,,,,,,25218,Arrangement,More navigable Web sites,Regular,25218,,25232,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,25219,Sequence,More navigable Web sites,Regular,25219,,25232,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,25220,Links,More navigable Web sites,Regular,25220,,25232,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,25221,Layout,More navigable Web sites,Regular,25221,,25232,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,25222,Alexa organization,More navigable Web sites,Regular,25222,,25232,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,25232,User satisfaction,perceived success by site users,Regular,25218,,25233,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,25233,Intent to return,perceived success by site users,Regular,25219,,25233,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,25234,Frequency of use,perceived success by site users,Regular,25220,,25233,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25221,,25233,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25222,,25233,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25218,,25234,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25219,,25234,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25220,,25234,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25221,,25234,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25222,,25234,,0.05,Positive,,
,6824,,,,,,,Hypothesis 3,Higher interactivity in Web sites will be associated with greater perceived success by site users.,Higher interactivity in Web sites,perceived success by site users,,,,,,25223,Customization,Higher interactivity in Web sites,Regular,25223,,25232,,Partially supported,Positive,,
,6824,,,,,,,,,,,,,,,,25225,Interactivity,Higher interactivity in Web sites,Regular,25225,,25232,,Partially supported,Positive,,
,6824,,,,,,,,,,,,,,,,25232,User satisfaction,perceived success by site users,Regular,25223,,25233,,Partially supported,Positive,,
,6824,,,,,,,,,,,,,,,,25233,Intent to return,perceived success by site users,Regular,25225,,25233,,Partially supported,Positive,,
,6824,,,,,,,,,,,,,,,,25234,Frequency of use,perceived success by site users,Regular,25223,,25234,,Partially supported,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25225,,25234,,Partially supported,Positive,,
,6824,,,,,,,Hypothesis 4,More responsive Web sites will be associated with greater perceived success by site users.,More responsive Web sites,perceived success by site users,,,,,,25226,Feedback,More responsive Web sites,Regular,25226,,25232,,Partially supported,Positive,,
,6824,,,,,,,,,,,,,,,,25227,Frequently asked questions (FAQ),More responsive Web sites,Regular,25227,,25232,,Partially supported,Positive,,
,6824,,,,,,,,,,,,,,,,25232,User satisfaction,perceived success by site users,Regular,25226,,25233,,Partially supported,Positive,,
,6824,,,,,,,,,,,,,,,,25233,Intent to return,perceived success by site users,Regular,25227,,25233,,Partially supported,Positive,,
,6824,,,,,,,,,,,,,,,,25234,Frequency of use,perceived success by site users,Regular,25226,,25234,,Partially supported,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25227,,25234,,Partially supported,Positive,,
,6824,,,,,,,Hypothesis 5,Higher quality content in Web sites will be associated with greater perceived success by site users.,Higher quality content in Web sites,perceived success by site users,,,,,,25231,Content quality,Higher quality content in Web sites,Regular,25228,,25232,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,25228,Amount of information,Higher quality content in Web sites,Regular,25229,,25232,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,25229,Variety of information,Higher quality content in Web sites,Regular,25230,,25232,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,25230,Word count,Higher quality content in Web sites,Regular,25231,,25232,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,25232,User satisfaction,perceived success by site users,Regular,25228,,25233,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,25233,Intent to return,perceived success by site users,Regular,25229,,25233,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,25234,Frequency of use,perceived success by site users,Regular,25230,,25233,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25231,,25233,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25228,,25234,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25229,,25234,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25230,,25234,,0.05,Positive,,
,6824,,,,,,,,,,,,,,,,,,,Regular,25231,,25234,,0.05,Positive,,
ISR,6825,,,Leslie,Jocelyn,Victoria,,,,,,,,,,,,,,,,,,,,,,
ISR,6852,,,Jocelyn,Lauren,Victoria,,Hypothesis 1,"Crossing spatial boundaries (i.e., same city versus different city with overlapping work hours) will be associated with an increase in coordination delay.",Crossing spatial boundaries,same city versus different city with overlapping work hours,coordination delay,,,,,25510,Spatial boundaries,Crossing spatial boundaries,Regular,25510,,25509,,1.00E-03,Has effect,,
,,,,,,,,,,,,,,,,,25510,Spatial boundaries,same city versus different city with overlapping work hours,,,,,,,,,
,,,,,,,,,,,,,,,,,25509,Coordination delay,coordination delay,,,,,,,,,
,6852,,,,,,,Hypothesis 2,"Crossing temporal boundaries (i.e., same work hours versus different work hours in different cities) will be associated with an increase in coordination delay.",Crossing temporal boundaries,same work hours versus different work hours in different cities,coordination delay,,,,,25511,Temporal boundaries,Crossing temporal boundaries,Regular,25511,,25509,,0.01,Has effect,,
,,,,,,,,,,,,,,,,,25511,Temporal boundaries,same work hours versus different work hours in different cities,,,,,,,,,
,,,,,,,,,,,,,,,,,25509,Coordination delay,coordination delay,,,,,,,,,
,6852,,,,,,,Hypothesis 3,An increase in synchronous communication will be associated with a reduction in coordination delay.,synchronous communication,coordination delay,,,,,,25512,Synchronous communication,synchronous communication,Regular,25512,,25509,,1.00E-03,Negative,,
,,,,,,,,,,,,,,,,,25509,Coordination delay,coordination delay,,,,,,,,,
,6852,,,,,,,Hypothesis 4,An increase in synchronous communication will be more strongly associated with a reduction in coordination delay than when members cross spatial boundaries.,synchronous communication,coordination delay,cross spatial boundaries,,,,,25512,Synchronous communication,synchronous communication,Regular,25512,,25509,,No,Has effect,,
